#index star_template_index magnitude RA DEC
62 130.0 23.0 9.503605894457705 0.9420798170725442
63 130.0 23.0 9.452011827961757 0.9930651192530136
64 130.0 23.0 9.494591998525367 0.964230803052394
65 130.0 23.5 9.436992142688581 0.9918710604552894
66 130.0 23.5 9.432993683125364 0.9979936274413637
67 130.0 23.5 9.47118571024191 0.9838767443726407
68 130.0 23.5 9.516418579397971 0.9515913385548307
69 130.0 24.0 9.492653817344388 0.9692219443044838
70 130.0 24.0 9.418198915570342 0.9618698889065187
71 130.0 24.0 9.49682778675907 0.9235064326808853
72 130.0 24.0 9.542402068863357 0.9406020808862905
73 130.0 24.0 9.478597635503862 0.9371229150898759
74 130.0 24.0 9.515251139215772 0.9177467231897662
75 130.0 24.0 9.52272259348589 0.9632574049288886
76 130.0 24.0 9.49762313827244 0.9830663628236471
77 130.0 24.0 9.491550494966859 0.904832119240595
78 130.0 24.5 9.484225555803096 0.9453161204292082
79 130.0 24.5 9.494114408200105 0.9171389321607206
80 130.0 24.5 9.402913335355455 0.9989055559099814
81 130.0 24.5 9.430081707531237 0.968158446396849
82 130.0 24.5 9.454173116486299 0.9371647265179096
83 130.0 24.5 9.534556808473905 0.9475627389194469
84 130.0 24.5 9.536685843917427 0.9581747355760032
85 130.0 24.5 9.415955834698504 0.9814110902059782
86 130.0 25.0 9.435077808954945 0.979945320353966
87 130.0 25.0 9.460513571520693 0.9630287889236752
88 131.0 15.5 9.433886600833514 0.9688752633006477
89 131.0 16.5 9.508875641696575 0.981152480500677
90 131.0 17.5 9.517467965668978 0.9914243565359323
91 131.0 19.0 9.521874242175153 0.9211208339891153
92 131.0 20.0 9.451392052324001 0.9855088802924301
93 131.0 20.5 9.507035388914314 0.9716092095238132
94 131.0 20.5 9.43079092117196 0.9964645718174159
95 131.0 20.5 9.500621644825129 0.9328953763527433
96 131.0 21.0 9.427644504611987 0.9944201865252376
97 131.0 21.0 9.462349616708385 0.936874011149815
98 131.0 21.0 9.424606799065302 0.9989341893814194
99 131.0 21.0 9.58849770835312 0.9876060808818298
100 131.0 21.0 9.47620574144534 0.9307003195829895
101 131.0 21.0 9.490246905254233 0.9471446560362178
102 131.0 21.5 9.4874911537999 0.9686050628083329
103 131.0 21.5 9.473617373384979 0.9529217548370027
104 131.0 22.0 9.453804841495362 0.9657843132264151
105 131.0 22.0 9.529669397329512 0.9943979628112919
106 131.0 22.0 9.493240617842792 0.9571114862782606
107 131.0 22.0 9.420903211333863 0.9713994476069994
108 131.0 22.5 9.569325663961763 0.9737751108680553
109 131.0 22.5 9.502304884197462 0.9812103914531505
110 131.0 22.5 9.43246628465721 0.9864103562836224
111 131.0 22.5 9.479731099008939 0.9469991718143538
112 131.0 22.5 9.555876613106896 0.9859974704392562
113 131.0 22.5 9.502415296821 0.909081201542127
114 131.0 22.5 9.413266664714769 0.9668028031852984
115 131.0 23.0 9.50058058520667 0.9427445088300173
116 131.0 23.0 9.464623573187755 0.9530153372092873
117 131.0 23.0 9.444207777562086 0.9397255206098769
118 131.0 23.5 9.451804863823677 0.9452050974324038
119 131.0 23.5 9.408229892835251 0.9678165878614537
120 131.0 23.5 9.41384285308302 0.9757282554486755
121 131.0 23.5 9.53115594151642 0.9466031896787104
122 131.0 23.5 9.42213099352962 0.9886972742190218
123 131.0 23.5 9.578524371274067 0.9884738217239336
124 131.0 23.5 9.54900124884091 0.9913738247443167
125 131.0 23.5 9.472527124039251 0.9717211556508256
126 131.0 24.0 9.536185705251992 0.9679425655445181
127 131.0 24.0 9.467312562117058 0.9716252850739856
128 131.0 24.0 9.522786019486668 0.9246144224283983
129 131.0 24.0 9.52549038530619 0.9384659875102529
130 131.0 24.5 9.480149445530108 0.910061121522949
131 131.0 24.5 9.434197073821268 0.9570150183136221
132 131.0 24.5 9.485497432042148 0.9518524912941619
133 131.0 24.5 9.473415872397545 0.9755071939462998
134 131.0 24.5 9.567992380865384 0.9658288296976594
135 131.0 24.5 9.523982725869628 0.9315767723093884
136 131.0 24.5 9.47226071274067 0.9507412404782234
137 131.0 24.5 9.371764069626547 0.9991298551331361
138 131.0 25.0 9.510467289868032 0.9544951779984049
139 131.0 25.0 9.41464874838637 0.9899972250784137
140 131.0 25.0 9.508996466047314 0.996711851567745
141 131.0 25.0 9.508168542133529 0.9097379621735308
142 131.0 25.0 9.536266345283458 0.9728280715808841
143 131.0 25.0 9.456735064457273 0.9665752300790803
144 132.0 16.5 9.454683257705982 0.9508091494041198
145 132.0 19.0 9.484291983364818 0.9715326143890317
146 132.0 19.0 9.395966933486406 0.9799742814778141
147 132.0 20.0 9.487904205457395 0.9495093763038372
148 132.0 20.0 9.526657838204727 0.9689852028338217
149 132.0 20.5 9.4911108144333 0.9297354322410611
150 132.0 21.0 9.516129430816166 0.9930612649761179
151 132.0 21.5 9.492946219499919 0.90652309255763
152 132.0 22.0 9.487947182527826 0.9639708321932958
153 132.0 22.0 9.426848109104611 0.9515994208661305
154 132.0 22.0 9.476122959467599 0.9492011140050045
155 132.0 22.0 9.417687372780343 0.9791964537580533
156 132.0 22.5 9.46003017022432 0.9555228733307656
157 132.0 22.5 9.425686690655018 0.9955625455754519
158 132.0 22.5 9.52279959406625 0.9307009955331833
159 132.0 22.5 9.54640721373452 0.9507452998014192
160 132.0 22.5 9.418066062221323 0.9798091007781513
161 132.0 22.5 9.531396744130944 0.9544826946253564
162 132.0 23.0 9.489459702833079 0.927418631068564
163 132.0 23.0 9.445221921922125 0.9693019891273063
164 132.0 23.0 9.532608017211357 0.937009939235738
165 132.0 23.0 9.42604481044554 0.9983507310755635
166 132.0 23.5 9.532506712669687 0.943475557181043
167 132.0 23.5 9.430224235553412 0.9873280105549149
168 132.0 23.5 9.429123735860257 0.9896960474315659
169 132.0 24.0 9.581260965690293 0.9784636961038433
170 132.0 24.0 9.43291334252357 0.9590257740919694
171 132.0 24.0 9.589222827649374 0.9809506689023886
172 132.0 24.0 9.530768205000953 0.9800303632642153
173 132.0 24.0 9.527885896716144 0.9649718234021015
174 132.0 24.0 9.433375393755755 0.98744462842671
175 132.0 24.5 9.417556868972149 0.9690063978553909
176 132.0 24.5 9.46988755414928 0.9851481710207862
177 132.0 24.5 9.51486387431269 0.9637780701349106
178 132.0 24.5 9.47963405161039 0.9062329968831029
179 132.0 24.5 9.550465182113145 0.9651354267603107
180 132.0 24.5 9.475739592538535 0.9400533298560608
181 132.0 24.5 9.483299435410323 0.930773460883983
182 132.0 24.5 9.456909756683178 0.967265256650355
183 132.0 25.0 9.45234606519409 0.980227070123632
184 132.0 25.0 9.431076617268687 0.950024905590535
185 132.0 25.0 9.520862493922618 0.9293491406439298
186 132.0 25.0 9.400792095922858 0.9918924580574406
187 132.0 25.0 9.462350763749201 0.9406887104991783
188 132.0 25.0 9.473599017830505 0.9383664180493425
189 132.0 25.0 9.490805686306516 0.9500883663949113
190 132.0 25.0 9.476983541551842 0.960965260887382
191 132.0 25.0 9.469639651037019 0.9526577203265109
192 133.0 17.5 9.540427220875863 0.9754037232147637
193 133.0 19.5 9.517250779555038 0.9663531545311723
194 133.0 20.0 9.428968706725165 0.9875819407171387
195 133.0 20.5 9.570552379726747 0.9768137712345475
196 133.0 20.5 9.510291911604538 0.9452169233961584
197 133.0 21.0 9.455343885908201 0.9478083789807159
198 133.0 21.0 9.487712443961389 0.9161627965945696
199 133.0 21.5 9.52978001494467 0.9545375999110141
200 133.0 22.0 9.52295694102115 0.9589421643179102
201 133.0 22.0 9.491075764562352 0.9778103622483136
202 133.0 22.0 9.483312222137476 0.9776455728654917
203 133.0 22.0 9.560834346925127 0.9687450995012088
204 133.0 22.5 9.388179212874768 0.9871097570203243
205 133.0 22.5 9.570563993787607 0.993932334382647
206 133.0 23.0 9.439186132598586 0.9989405622520702
207 133.0 23.0 9.456091797877088 0.9816666194113656
208 133.0 23.0 9.496676404938757 0.9989671229622238
209 133.0 23.0 9.475154050693309 0.928965684030997
210 133.0 23.0 9.389663975066524 0.9870888910030271
211 133.0 23.5 9.584971528972 0.9930626123488987
212 133.0 24.0 9.448008284928488 0.9376133356445939
213 133.0 24.5 9.525039053788138 0.9813362393913615
214 133.0 24.5 9.446366872149191 0.9546309004497956
215 133.0 24.5 9.462814197880059 0.9775362656942013
216 133.0 24.5 9.53338308386485 0.9748152576074487
217 133.0 24.5 9.476779405830634 0.9126673784199544
218 133.0 24.5 9.573917423036495 0.9671283023778908
219 133.0 24.5 9.461941214215923 0.952855611790786
220 133.0 24.5 9.44406782590397 0.9419689674044032
221 133.0 25.0 9.44333428012094 0.9668498159797029
222 133.0 25.0 9.460852450767025 0.9415398912927314
223 133.0 25.0 9.464922616361465 0.9186196175081514
224 133.0 25.0 9.413456315879378 0.973615087830183
225 133.0 25.0 9.516738946895353 0.9278129185023063
226 133.0 25.0 9.41574509557973 0.9638441630923424
227 133.0 25.0 9.531461400202618 0.9691545085335175
228 134.0 20.0 9.3923657830221 0.9940034295000127
229 134.0 20.0 9.524016656809993 0.9938642377178449
230 134.0 20.5 9.458143403628217 0.9612379669473109
231 134.0 21.5 9.491819520744679 0.9760404811381909
232 134.0 21.5 9.502942994383442 0.9109655995564646
233 134.0 22.0 9.49221506129618 0.9689426340556772
234 134.0 22.0 9.465010530795873 0.9996409330118079
235 134.0 22.5 9.469190940005632 0.9898734207122606
236 134.0 22.5 9.41836205419743 0.9954734285131371
237 134.0 23.0 9.476023026415575 0.9963165378342279
238 134.0 23.0 9.54843690488008 0.944839813593051
239 134.0 23.5 9.596408344620126 0.9880621110495031
240 134.0 23.5 9.523208764812466 0.9643188769478659
241 134.0 23.5 9.544424026106059 0.9625500787704874
242 134.0 24.0 9.558427708909257 0.995151322076707
243 134.0 24.5 9.510004259708278 0.9156439291088967
244 134.0 24.5 9.431798392652036 0.9946796695386415
245 134.0 24.5 9.518671203138268 0.9858331105561159
246 134.0 24.5 9.379682633693124 0.9967448945958433
247 134.0 24.5 9.463573956789519 0.999750510336608
248 134.0 24.5 9.502154187615785 0.999801439964767
249 134.0 25.0 9.461524264040431 0.9491449185713914
250 134.0 25.0 9.489732867376457 0.9861764274311318
251 134.0 25.0 9.435003581733787 0.9777796508839738
252 134.0 25.0 9.392900174425966 0.9806643014569306
253 134.0 25.0 9.563636582349126 0.982336451258201
254 134.0 25.0 9.4594785977344 0.9238271335379626
255 77.0 17.0 9.42185031261477 0.9611264920634451
256 135.0 22.5 9.543999451056656 0.9481756081587641
257 135.0 23.0 9.556016402978502 0.974490856997604
258 135.0 23.5 9.432173891675756 0.9833695388338982
259 135.0 24.0 9.429410793643934 0.9604140955728845
260 135.0 24.0 9.460146527638214 0.9727189600852993
261 135.0 24.5 9.491720318667443 0.9886776771362613
262 135.0 24.5 9.569936818482379 0.9758740768022479
263 135.0 24.5 9.53283554522039 0.98434612480433
264 135.0 24.5 9.415428447526738 0.9965641856228633
265 135.0 25.0 9.499337665148383 0.9938725455589259
266 136.0 21.0 9.506331245144409 0.9358390471585085
267 136.0 23.0 9.517051055890928 0.9967094697100995
268 136.0 23.0 9.504905525977373 0.9346883068430456
269 136.0 24.0 9.517093782911964 0.9292629275040787
270 136.0 24.5 9.44145224924524 0.9460890968273987
271 136.0 25.0 9.479114420127285 0.92465262247913
272 137.0 24.5 9.466746521659532 0.9878423757835932
273 137.0 24.5 9.562192103013704 0.9657171520606006
274 138.0 24.0 9.554057934586865 0.9886710938841361
275 139.0 25.0 9.399903022616964 0.9922728711758757
276 169.0 24.5 9.46092154210319 0.9714456030384269
277 153.0 16.5 10.227457204016265 0.9734358040299838
278 153.0 17.5 10.231973710618625 0.9312741613348684
279 154.0 19.0 10.215036899611775 0.9317153980141109
280 154.0 19.5 10.211053084650795 0.957716620901244
281 127.0 16.0 10.230197680664133 0.983003892794292
282 127.0 20.0 10.20133336709731 0.9593153902010374
283 128.0 15.0 10.191211428493355 0.9230437830865937
284 128.0 16.0 10.08979304989763 0.9904440062683428
285 128.0 18.5 10.19238002936148 0.9069909340318262
286 128.0 19.0 10.249565251576975 0.9478504529388878
287 128.0 19.5 10.249159688150238 0.9873342872622989
288 128.0 19.5 10.273407659509962 0.996328264264671
289 128.0 20.0 10.121206320338842 0.9786448616940437
290 128.0 20.5 10.200396336108636 0.9352205874607993
291 128.0 21.0 10.232686754424138 0.9611169913878784
292 128.0 22.0 10.144765790595457 0.9561646436339708
293 128.0 22.0 10.16347196819523 0.9871236415954774
294 128.0 22.5 10.199108017464336 0.8989686046941778
295 128.0 23.0 10.20166349386818 0.9894219235234428
296 129.0 12.5 10.281736237114885 0.9723939562224673
297 129.0 13.0 10.16970313289185 0.9383641756610184
298 129.0 14.0 10.192208126092178 0.9690499629246039
299 129.0 14.5 10.261039905470819 0.9774929777033022
300 129.0 15.5 10.131509428040227 0.9833978122849609
301 129.0 18.0 10.197310215611303 0.9625441551506426
302 129.0 18.5 10.225582325254472 0.9862273104009015
303 129.0 19.0 10.235231584920902 0.9605422795067254
304 129.0 19.0 10.187063463266735 0.9716408141219914
305 129.0 19.0 10.22439143658588 0.9745907165229554
306 129.0 20.0 10.130047378263827 0.9794539230096833
307 129.0 20.0 10.134520124523481 0.9751094770089817
308 129.0 20.5 10.140475633878236 0.9602204594368218
309 129.0 20.5 10.24761518829581 0.9519237601263059
310 129.0 20.5 10.185864206672303 0.9757739428201881
311 129.0 20.5 10.254943422947068 0.9500578734133904
312 129.0 21.0 10.215774928149672 0.9273801491192477
313 129.0 21.0 10.198223756939399 0.9468172354340613
314 129.0 22.0 10.094552680532273 0.9949665451815941
315 129.0 22.5 10.20190535659014 0.9950535653411277
316 129.0 22.5 10.220445205869451 0.9915128151172266
317 129.0 23.0 10.162329158196888 0.9531829320845969
318 129.0 23.0 10.153785490432336 0.980647157365751
319 129.0 23.0 10.210802540490779 0.9753022897745262
320 129.0 23.5 10.254485321773666 0.9828344664171909
321 129.0 23.5 10.197633577155306 0.9467005182054159
322 129.0 23.5 10.27755646585714 0.9958125908807958
323 129.0 24.0 10.207127593045744 0.9111356226742056
324 129.0 24.0 10.125850681111888 0.9766553137774475
325 130.0 16.0 10.167132015363881 0.9619969601623044
326 130.0 17.5 10.190004325173447 0.9898772523805215
327 130.0 17.5 10.211146262818165 0.9667115005749798
328 130.0 21.0 10.20723909824535 0.9390327645901384
329 130.0 21.5 10.103595232663983 0.987615581314132
330 130.0 21.5 10.177966422665698 0.9405974266078503
331 130.0 21.5 10.232338416249783 0.9458280026885546
332 130.0 21.5 10.163245799526313 0.9771054715209374
333 130.0 21.5 10.13089413521137 0.9854091907436411
334 130.0 21.5 10.19915866359467 0.9751348895287708
335 130.0 21.5 10.2347184087699 0.9708697088989969
336 130.0 22.0 10.213150046010535 0.999398383302394
337 130.0 22.0 10.118432497887907 0.9900471387240675
338 130.0 22.0 10.175589750579405 0.9837414365680074
339 130.0 22.5 10.192679565306266 0.906933128221034
340 130.0 22.5 10.12202962827534 0.9661315828381714
341 130.0 22.5 10.273953825012727 0.9916071796902861
342 130.0 22.5 10.269711684539965 0.9703872141655913
343 130.0 22.5 10.193576613099262 0.9043435409184666
344 130.0 23.0 10.153936422281761 0.9688786385020847
345 130.0 23.0 10.187380394090667 0.950130850765575
346 130.0 23.0 10.273793412736621 0.9761931542854129
347 130.0 23.0 10.204353632600505 0.9428235755134342
348 130.0 23.0 10.14319707757135 0.963670726003812
349 130.0 23.5 10.202505123212175 0.9194117802403281
350 130.0 23.5 10.207379336628343 0.9870802207218465
351 130.0 23.5 10.141551721985156 0.9463916677532571
352 130.0 23.5 10.277346489307922 0.9658791845418342
353 130.0 23.5 10.191973698080409 0.9140869831422136
354 130.0 24.0 10.174310710555947 0.9838268561314251
355 130.0 24.0 10.11357392353671 0.9979936274413637
356 130.0 24.0 10.299159461221315 0.9875556748443184
357 130.0 24.0 10.177466547426535 0.9280526714443107
358 130.0 24.0 10.18457392733927 0.9838767443726407
359 130.0 24.0 10.223336534547132 0.9395020452579994
360 130.0 24.0 10.121323755561955 0.9692219443044838
361 130.0 24.0 10.199031520926853 0.9354091601511773
362 130.0 24.0 10.262335247730222 0.9618698889065187
363 130.0 24.0 10.260979620457398 0.9528898071252393
364 130.0 24.0 10.213360034653663 0.9851451984546472
365 130.0 24.0 10.18809258741127 0.9371229150898759
366 130.0 24.5 10.264442163750763 0.9968130644084814
367 130.0 24.5 10.174100346689732 0.9400055304608106
368 130.0 24.5 10.267965245262193 0.9920538381564543
369 130.0 24.5 10.158715337928594 0.9830663628236471
370 130.0 24.5 10.197239437058926 0.9692604081721081
371 130.0 24.5 10.179054838133464 0.9483934535039036
372 130.0 24.5 10.230774598829697 0.9606618867647997
373 130.0 24.5 10.157297815562085 0.964492894242731
374 130.0 24.5 10.259255780434659 0.9811108249500373
375 130.0 25.0 10.167491170708288 0.9251822423926062
376 131.0 17.5 10.273242062258895 0.9868550899372709
377 131.0 18.0 10.232954454499174 0.9688752633006477
378 131.0 18.5 10.123422759088324 0.981152480500677
379 131.0 18.5 10.225365608743822 0.96958249446198
380 131.0 20.0 10.200811027627879 0.9452272800274445
381 131.0 20.5 10.158888700320611 0.9866621274562434
382 131.0 20.5 10.210160179235322 0.9226667604453056
383 131.0 20.5 10.088642201592412 0.9964851263030607
384 131.0 21.0 10.255889675635387 0.9964645718174159
385 131.0 21.5 10.132833990793728 0.9944201865252376
386 131.0 22.0 10.232793936201219 0.9529217548370027
387 131.0 22.5 10.197542020279082 0.9657843132264151
388 131.0 22.5 10.167225403029908 0.9649088203540784
389 131.0 22.5 10.186035040162407 0.9861285297536589
390 131.0 22.5 10.206386400428109 0.9642732996575047
391 131.0 23.0 10.203705498729478 0.9061593105476735
392 131.0 23.0 10.167748463680345 0.9666022708191928
393 131.0 23.0 10.234811580887692 0.9931606480836684
394 131.0 23.0 10.233398308698478 0.939792243051361
395 131.0 23.5 10.153800567023266 0.9831546289310884
396 131.0 23.5 10.242081643422559 0.9784427176832459
397 131.0 23.5 10.234281432819685 0.9893566674418868
398 131.0 23.5 10.077032029879856 0.9984353799025876
399 131.0 23.5 10.235782569053274 0.9887591262624583
400 131.0 23.5 10.260058931919081 0.9760869488146335
401 131.0 24.0 10.17565242114463 0.9192559331072834
402 131.0 24.0 10.174950234282436 0.9913738247443167
403 131.0 24.0 10.125144710049401 0.9862446111697503
404 131.0 24.0 10.13483822699274 0.9548635242984788
405 131.0 24.0 10.09695124296961 0.9983553694963251
406 131.0 24.0 10.264815665437814 0.9971522184664844
407 131.0 24.5 10.255827207620928 0.9795230859756648
408 131.0 24.5 10.183274439140673 0.9119735624133668
409 131.0 24.5 10.20597021576342 0.9184821505244272
410 131.0 24.5 10.271117816225875 0.9851543134183427
411 131.0 24.5 10.142916771288059 0.9463095949909947
412 131.0 24.5 10.20547432740477 0.9652184541807811
413 131.0 24.5 10.210677470123578 0.9384767718178952
414 131.0 24.5 10.217879912981052 0.9766389398649444
415 131.0 24.5 10.187652840504082 0.9701455556440844
416 131.0 25.0 10.120470044435345 0.9627305930252321
417 131.0 25.0 10.262075555792082 0.9991298551331361
418 131.0 25.0 10.182622935000769 0.9343135923432647
419 131.0 25.0 10.204280443006581 0.9660371804700425
420 131.0 25.0 10.13779824844946 0.9794485478738127
421 131.0 25.0 10.13665419497098 0.9483009165414971
422 131.0 25.0 10.234771018944084 0.9846424921572414
423 131.0 25.0 10.18840557774379 0.9497057451500801
424 131.0 25.0 10.135571957196813 0.9728280715808841
425 132.0 17.0 10.220971950076473 0.9665752300790803
426 132.0 17.5 10.157808495546512 0.9286573727189888
427 132.0 18.5 10.146151756980169 0.990077533158181
428 132.0 19.0 10.197426080548894 0.9812303285224923
429 132.0 19.0 10.237678412598514 0.9962990663822376
430 132.0 19.0 10.187417133926704 0.9048116184660516
431 132.0 20.5 10.229922064497787 0.9495093763038372
432 132.0 21.5 10.21925436854402 0.9844264394165508
433 132.0 21.5 10.196071233418522 0.9706788805373807
434 132.0 21.5 10.217594706264713 0.9930612649761179
435 132.0 21.5 10.205056545202126 0.9259591786872562
436 132.0 22.0 10.17472323754367 0.958247522653852
437 132.0 22.0 10.237500882350204 0.9853474316081612
438 132.0 22.5 10.191597696383381 0.9515994208661305
439 132.0 22.5 10.20310266846195 0.9671415023125812
440 132.0 23.0 10.154522814571878 0.9402285325030124
441 132.0 23.0 10.137306452070368 0.9511558933531237
442 132.0 23.0 10.22431859003744 0.9798091007781513
443 132.0 23.0 10.175567888172038 0.961593045106742
444 132.0 23.0 10.228528737751782 0.9366228254249009
445 132.0 23.0 10.220735049264455 0.9693019891273063
446 132.0 23.0 10.189228913984579 0.9321722620662158
447 132.0 23.5 10.29918114905883 0.9905672011712536
448 132.0 23.5 10.242057050353257 0.9404892739158268
449 132.0 23.5 10.218823619936028 0.9525246474333722
450 132.0 23.5 10.290290117267334 0.9988993499864698
451 132.0 23.5 10.100726299518898 0.9860277519562409
452 132.0 24.0 10.282029657781635 0.9939965104991838
453 132.0 24.0 10.215989658291644 0.9462632942179866
454 132.0 24.0 10.14706575919313 0.9389140558961779
455 132.0 24.0 10.131850707861718 0.9809506689023886
456 132.0 24.5 10.15468792431109 0.937887810250559
457 132.0 24.5 10.143216910125455 0.9990373562272926
458 132.0 24.5 10.237681543734416 0.9315257477799842
459 132.0 24.5 10.19971209007093 0.9348214144216993
460 132.0 24.5 10.127125374005448 0.9649020044695716
461 132.0 24.5 10.153618122397479 0.9886968684071127
462 132.0 24.5 10.187140462623683 0.9637780701349106
463 132.0 24.5 10.151639986808558 0.9833315381845739
464 132.0 25.0 10.209701547325094 0.9464246896280113
465 132.0 25.0 10.218072395888223 0.9840154453470158
466 132.0 25.0 10.176516909120524 0.930773460883983
467 132.0 25.0 10.16119330790752 0.9892639362240639
468 132.0 25.0 10.172347406211374 0.9904707667090414
469 132.0 25.0 10.143042198458302 0.950024905590535
470 132.0 25.0 10.224159162278639 0.9768628041647367
471 132.0 25.0 10.150495417125459 0.9707094836398342
472 132.0 25.0 10.200748498525934 0.9047539628694663
473 132.0 25.0 10.240905146731766 0.9500883663949113
474 133.0 19.0 10.20440270382472 0.9414208234802761
475 133.0 19.0 10.2212613467778 0.9514450077670112
476 133.0 19.0 10.196398477452295 0.9464820319638048
477 133.0 19.5 10.2365453528315 0.984129325938436
478 133.0 19.5 10.238235985506755 0.9754037232147637
479 133.0 20.5 10.195587607189669 0.9351833802310641
480 133.0 21.0 10.219400603748115 0.9875819407171387
481 133.0 21.0 10.17309903072305 0.9452169233961584
482 133.0 21.5 10.233134379542143 0.9346134987212357
483 133.0 21.5 10.215629067806837 0.9803308789629077
484 133.0 22.0 10.137805999495129 0.9923973634518766
485 133.0 22.0 10.297398785419881 0.9983488162699548
486 133.0 22.5 10.189158374581735 0.9877972375460871
487 133.0 22.5 10.143861044278626 0.9690312410564901
488 133.0 22.5 10.112232164044075 0.9776455728654917
489 133.0 22.5 10.18175859795585 0.9687450995012088
490 133.0 23.0 10.174852039216177 0.9397570872671721
491 133.0 23.0 10.228058595493081 0.9357622922298872
492 133.0 23.0 10.17855470318443 0.9411784454484966
493 133.0 23.0 10.263384952842387 0.993932334382647
494 133.0 23.0 10.270374846038878 0.9765946354780239
495 133.0 23.5 10.255067531250486 0.9816666194113656
496 133.0 23.5 10.306700620142133 0.9989671229622238
497 133.0 23.5 10.176880124954407 0.9418091294083635
498 133.0 23.5 10.183905043885712 0.9454977473297701
499 133.0 23.5 10.195268619960013 0.9870888910030271
500 133.0 23.5 10.209791709196999 0.9834474985008086
501 133.0 24.0 10.153301355683588 0.982041144546588
502 133.0 24.0 10.151670808644816 0.9847508663192799
503 133.0 24.0 10.220054033239085 0.9995098583138817
504 133.0 24.0 10.147510272860528 0.9768274194234055
505 133.0 24.5 10.245835514021245 0.951972664230604
506 133.0 24.5 10.129945467214016 0.9790450266552166
507 133.0 24.5 10.14949209689872 0.9376133356445939
508 133.0 24.5 10.283052911296517 0.9748152576074487
509 133.0 24.5 10.206935590066902 0.9096716927932993
510 133.0 24.5 10.172758413546052 0.9763892803196508
511 133.0 24.5 10.170883217737172 0.940028094194071
512 133.0 24.5 10.147192473844191 0.9671283023778908
513 133.0 25.0 10.25847786807007 0.9851076437179079
514 133.0 25.0 10.222145594014256 0.9427337400235921
515 133.0 25.0 10.241469538998473 0.9466902896078753
516 133.0 25.0 10.14645930772985 0.9649292338394111
517 133.0 25.0 10.137547429433255 0.9668498159797029
518 133.0 25.0 10.148385357588499 0.93646444447015
